discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
a549e2dfca0c,05B3CD46C701,"To justify my argument that everyone should be against the development of these driverless cars, just think about if it was you. These cars can not be pradictable and no one can be postive what will really happen. But what if it was you who got hurt or maybe a family memeber, because they let these unsafe and unperdicable cars out onto the roads. You would have no one to blame because it was just a machine or just a accendent. They are never meant to hurt but everyone would rather be safe than sorry. Make the right choice and do whats right to keep people safe, not to make their lives easier. ",Concluding Statement,Effective
511b187bbe49,05BE83E193CF,i strongly believe in keeping the electoral college to be in chare of the way the elections would proceed instead of changing the outcome of elections to popular vote ,Position,Adequate
4f5a5cfca773,05BE83E193CF,because voters may not believe in what the candidate's intentions for the people but may like the candidate ,Claim,Adequate
ad27d413691c,05BE83E193CF,it is more organized ,Claim,Adequate
bc703fb21ddf,05BE83E193CF,the people would be pleased with the outcome ,Claim,Adequate
cedf89905f91,05BE83E193CF,The electoral college is a great way of proceeding with elections because changing the way our election system is to one of popularity voting would not be wise because voters may not believe in what the candidate's intentions are for the people but they may like the candidate ,Claim,Adequate
369cd41c34a2,05BE83E193CF,There is more of a certainty when the electoral college is in charge ,Claim,Effective
d537ed5be479,05BE83E193CF,for example when Obama was running against Romney he only received 61.7% of the electoral vote compared to the 51.3% percent of the popular votes that have been casted for both him and Romney but because of the majority percentage of electoral votes that were casted in his favor ,Evidence,Adequate
e8a55f57894f,05BE83E193CF,The electoral college is more organized than a popular vote ,Claim,Adequate
146844244ef4,05BE83E193CF,"because if a voter has voted for example Obama for the electoral vote but voted for Romney for the popular vote it would be unorganized because of the split vote between popular and electoral which is recquired the majority of when in a public govermental election which could impact the whole future for the nation. The election for Nixon in 1968 and Clinton in 1992 they both had only a 43 percentage plurality of popular votes while also winning a majority in the electoral college which was (301 and 370 electoral votes) . When no candidate fully wins the majority of the votes that were casted they wouldn't have to recount the votes of have a re-election which would drain the economies money because of the high amount of money put into one election in the first place just to have another election, whereas the electoral college can just step in and rectify the situation just by producing a clear winner on their own instead of going through a long process just to find out who the clear winner is all they have to do is debate among themselves who they believe the people would be happy with in the long run . 
",Evidence,Effective
318fd91a5e44,05BE83E193CF,Electoral college is the best way because in the long run the people would be pleased with the outcome that they have voted for ,Claim,Adequate
b832f04249c3,05BE83E193CF,because if it was turned into a popular vote election people who voted for a specific president wouldn't have won just because they aren't popular amongst the people that are voters iin that year's election ,Evidence,Ineffective
f8f80f2c6f6c,05BE83E193CF,However the popular vote election may also be a good idea because if the voters cast a vote for you in the  popular election that should essentially like your intentions that would benefit the countries needs and demands that are recquired for us in the long run ,Counterclaim,Adequate
51cd4892ec58,05BE83E193CF,"Therefore the electoral college should stay in charge of all decsions having to do with the elections for new presidencey when the time time comes because if it was changed to popular vote people would vote for the candidate that they like the best instead of the candidate with the best intentions for the nation, it is considerably more organized than a popular vote election , and the people would be end up being pleased with the outcome in the long run.    ",Concluding Statement,Adequate
902eb33bf979,05D9F32E2DC7,"As Americans, we are told that we are given rights in our country. We have the freedom of speech, expression, religion, and petition as stated in our first admendment. We are also told the we have the freedom to vote once you reach certain requirements, like age and citizenship. However, are we really getting the freedom that is talked about? No. Because the Electoral College is present in today's society, our vote becomes pointless and meaningless. We become a ""popular"" vote, but really the electoral college gets to decide who becomes presidents ",Lead,Effective
707272110447,05D9F32E2DC7,"The Electoral College has been in our Constitution since the Constitution was approved, but we have modified simple things as in gender discrimination and race discrimination, why are we not going to change this unjust system? 
",Position,Effective
4e78912aa5cb,05D9F32E2DC7,the electoral college is fooling our citizens to think we have a say in our country's government. ,Claim,Effective
4eb4666f372f,05D9F32E2DC7,"He elaborates further to say that ""Under the electoral college system, voters vote not for the presidet, but for a slate of electors, who in turn elect the president. This proves my point further, because once again we do not vote for our president, we vote for the people who get the ""priveledge"" to vote for the most prestine place of power in our entire country. ",Evidence,Effective
d56acea30f79,05D9F32E2DC7,The next problem with our Electoral College is that each state is given an uneven amount of representatives form each state. ,Claim,Effective
689662efdc34,05D9F32E2DC7,"If Florida voted canidate A, but North Dakota voted for canidate B, canidate A is bound to win because Florida has twenty-nine representatives and North Dakota only has three. As you can see Mr. President, this becomes a preblem because four states with only three representatives could vote for one canidate, but if Florida votes for the other one, the first canidate has already lost. ",Evidence,Effective
3a191c31a86c,05D9F32E2DC7,"Now most people are afraid of change, which is understandable. They are afraid chaos will occur if any change with our society's ethics ",Counterclaim,Adequate
3a01be1748ad,05D9F32E2DC7,"However, the Electoral College has already caused chaos between the two opposing sides. If we tried a new system, we could see if the people will become more civilized because they now have a say in the government. If it doesn't work, then we can always change it back and no harm will be done. As you can see, there are many possibilities and options we have yet to explore. 
",Rebuttal,Adequate
5f66c842cecc,05D9F32E2DC7,"Mr. President, I have explained to you what the people want, which is to stop being lied to. However, every four years comes around, and yet I do not see a change in anything. I do not think it is only the people who are afraid of change, it is also you. But, would you want to live in a world where everyone hates the way the government works or a world where the citizens are given the rights they were promised? Mr. President it is now up to you to do the right thing. ",Concluding Statement,Effective
16b1c2ada594,05F5B97B159A,"Many people believe that the image taken by NASA's Viking 1 spacecraft, when it was circuling aroung the plantet, snapping photos from Viking 2 landing. The photo shown and proveded to us is from the year 1998, it has now been modeled diffrentlly from our latest technology. ",Lead,Adequate
b356de7b709e,05F5B97B159A,"This is a mesa it couldn't have been made from aliens becuase the way it was observed in the Jet Propulsion Lab, could not identify it as it being fake or made by aliens as some people believe it is. ",Position,Adequate
12dbf14d8c4f,05F5B97B159A,Some scientists have studided this image since was revealed. This happened about twenty five years ago when this was released. ,Evidence,Adequate
ede7d43543d2,05F5B97B159A,"This image we see has beeing used and talked about in many places such as Hollywood films, books, magazines, radio stations, talk shows, and grocery stores. ",Evidence,Ineffective
a881e8f9f0f7,05F5B97B159A,"When it first came to NASA and the public it was shown as if there was a human face becuase like it says in paragraph three, secound sentence, ""The caption noted a ""huge rock formation... which resembles a human head... formed by shadows giving it the illusion of eyes, nose, and mouth."" That to me tells me that there could have been life on Mars at some point in time but we were probably not exsiting back in the time life could have been in Mars. Its just a mesa becuase on paragraph seven, first and secound sentence, it says, ""So on April 5, 1998, when Mars Global Surveyor flew over Cydonia for the first time, Michael Malin and his Mars Orbiter Camera team snapped a picture ten times sharpers than the original Viking photos. Thousands of anxious web surfers were waiting when the image first appeared on a JPL web site, revealing... a natural landform."" ",Evidence,Adequate
cc49666492a9,05F5B97B159A,Those two sentence clarify to me that there are no aliens making things on Mars. ,Claim,Adequate
f4caf15ef10e,05F5B97B159A,"
The claim of a face was scientificly proven by Michael Malin and his Mars Orbiter Camera that it was just a landform and that there is no aliens making things that look like human shape heads and faces. ",Claim,Adequate
833dc31b7ea1,05F5B97B159A,"Also there is an exact location of where you can find this on Mars which is, ""41 degrees north martian latitude."" Even though people were not happy about what they saw but at least we know its just a landform with a great creation of the mesa. No aliens can create something like a landform that looks like"" it remeinds me most of Middle Butte in the Snake River Plain if Idaho"", says Garvin. There is a way to remember this and it be the face on Mars or like the MIddle Butte in the Snake River Plain in Idaho.             ",Evidence,Adequate
6fcb3c925110,0628DB049A56,I would have to urge you to keep the Electoral College. ,Position,Effective
51a8efcffad9,0628DB049A56,"Without a voting system as organized as this, it would be anarchy. ",Claim,Adequate
004a634b816d,0628DB049A56,"Some people believe that election by popular vote is better, ",Counterclaim,Adequate
6abc1240ec46,0628DB049A56,but it is not. ,Rebuttal,Ineffective
7f35e2dbbecf,0628DB049A56,They believe that the Electoral College is non-democratic and outdated. ,Counterclaim,Adequate
b8bda794bef6,0628DB049A56,But there are many reasons why it's not. ,Rebuttal,Ineffective
40eef4a5c8de,0628DB049A56,"The Electoral College process is in use currently, and though many people disagree with it, it would ultimately be better than popular vote. ",Claim,Effective
608ab9b55c8b,0628DB049A56,"We have to put faith in the electors we vote for,  this makes it less likely any of them are crooks. When people vote for an elector, they're voting for who they hope the president will be. While that may not always be the case, it's very likely the elector will vote for that candidate. With this, we'd have to trust the elector with our votes. ",Evidence,Adequate
8ffdcf549a98,0628DB049A56,"If we were to use the popular vote system, people could vote for candidates who run for fun, or joke. Or if a candidate decides to pursuade an overwhelming amount of people with a certain point, people will surely vote on that candidate, even if the point is invalid. ",Claim,Ineffective
7ca0cf3e1d02,0628DB049A56,"This can bring the expectations for the president lower,    ",Evidence,Ineffective
d65e3bf66895,0640FE8DF9D6,"Imagine your alarm clock goes off and you get out of bed, and after doing your morning routine instead of grabbing your book bag to heading out and catching the bus for school instead you open your laptop and open up a video chat with your teacher to get your lesson of the day instead. This idea isn't and is referred to as distance learning. Distance learning already exists in most colleges such as Generic_School and has started to develop in high schools. Many have the impression that this could be the new way to do school work. Others believe that distance learning won't bring much of a change as it says it is and have a rather niche effect in schools ",Lead,Effective
3bb6692bcd81,0640FE8DF9D6,I strongly believe that distance learning can make a big difference in the learning environment. ,Position,Adequate
65ad24abaf24,0640FE8DF9D6,Every year students end up missing days due to sickness or other matters. These sickly students almost always come back to loads of work to do that they can could not get done while they where out recovering. Distance learning can help with this near inevitable factor ,Claim,Effective
2b9d8b33a40e,0640FE8DF9D6,"Instead of students worrying about what work they're missing on their sick days they can open up their device and do the work from home. This same practice could also be used in scenarios such as snow days,tornadoes,floods or other bad weather that causes schools to shut down. This could also be the new way to combat schools having to add more school days to make up for the missed ones. 
",Evidence,Adequate
1533c4f5a200,0640FE8DF9D6,"Focusing on other issues, what if you don't even have schools in your area? There are several kids out in the world that live in rural locations are so far from schools that it'd even be too much to send a bus out to bring them to school. ",Claim,Effective
f759a82f2f8b,0640FE8DF9D6,"This leaves rural students most of the time only two options:move to another house or be home schooled instead by a parent which doesn't give as good as a education as public schools. Home schooling can put a strain on the parent because most of the time it interferes with their jobs. It's unfair knowing that people fall short on education and opportunities compared to everyone else because of the area they live in. The implementation of distance learning can change this problem almost entirely for these students. Places like Australia already participate in this practice with some outback residents attending schools right form their house. No matter where you your house is, you should still be able to get your education ",Evidence,Effective
8eb1ebdbcdfd,0640FE8DF9D6,"As great as distance learning sounds it, as with all decisions, does not come without drawbacks. Tackling possibly it's biggest problem, distance learning has a high technological dependency to function efficiently and having tech means spending lots of money. 
",Counterclaim,Effective
785046b6a7e7,0640FE8DF9D6,"
Some schools just dont have the funds to afford technology to give to students which distance learning heavily relies on. ",Evidence,Adequate
7535fefef5c2,0640FE8DF9D6,"We should be well aware of the financial problem of this idea and maybe in time someone can find a way to make this method more accessible to the masses 
",Rebuttal,Effective
bdc3c1f20fbd,0640FE8DF9D6,"Distance learning is a relatively new method on how people get their education. No matter the outside conditions, distance learning can still give students their assignments for the day. This idea in other countries has proven to go beyond and into remote places and provide education to places without schools. Even with the limitations is has now, I'm sure that the use of it will most likely spread in the future. I believe that within some years that distance learning could be a practical way to do school; in fact, it could even be the primary way to attend school. ",Concluding Statement,Effective
d1a41f054ff4,065FB99EB165,"The electoral college is a process that supposedly helps keep this nation's voting under control, ",Lead,Adequate
b83860ed069b,065FB99EB165,while infact the process of the electoral college is unfair ,Position,Adequate
46723cf5dcf1,065FB99EB165,to the states with a lower population because they have less of an input into the voting of the president with a lower number of electors available to vote for them. ,Claim,Adequate
f96dbbe64faf,065FB99EB165,Also it is unfair to the people who want to be presidents because they mostly have a tie on the electoral votes and are elected on who wins the popular vote. ,Claim,Ineffective
475c0febc95c,065FB99EB165,"First off, having an electoral college in unfair to those states of lower population, take Minnesota for example, because they are only allowed 3-6 electors while bigger states, like California, are allowed up to 55 electors, ",Claim,Adequate
72c63ceb8030,065FB99EB165,"Since most of the big states already have their votes planned out on who is going to win them over, president-to-be's don't try to persuade them because they know they have those votes. Mostly they try to change the swing states, or the smaller states because they could change from Democratic to Republican during anytime in the election. If everyone had a say in the election, more people would be inclined to vote and there would be more input into who became the next 4 year leader of this nation. ",Evidence,Effective
7999531b31f2,065FB99EB165,"Second of all, electoral colleges should change because for the last two elections, popular vote has been the deciding vote because the electoral vote has been a tie, ",Claim,Adequate
62fc12b1b2b9,065FB99EB165,".If we no longer polled electoral votes, citizens wouldn't have to take two votes, one on presidency and one on who they liked better. Presidents should be chosen on their stamina to change the nation for the people. Although some people still won't get what they want, the majority of the nation would be proud to support eachother in any of the changes the president makes. ",Evidence,Adequate
f254e1c4733a,065FB99EB165,"In the world that is known, electoral colleges do make voting for the president a lot more controlled. ",Counterclaim,Adequate
7c2da3c2b662,065FB99EB165,But in the event that the elector is chosen and does not vote for whom he or she was elected by the people to vote for. What happens then? The wrong president is chosen because there was a fault in the system. ,Rebuttal,Effective
7bf4553463f7,065FB99EB165,"This is called the disaster factor and it happened in the election in the year 1960 when Louisiana elected Democrats to vote against John F. Kennedy, who voted as Republicans against their state and voted forPresident Kennedy, ",Evidence,Adequate
f801eba72521,065FB99EB165,"After all, electoral colleges should be changed because it is better for the people so there is more of an input from smaller populated states, they will want to vote and there would be less of an ability to tie the election. Having a popular vote lets the citizens in big states that are metaphorically already ""chosen"" allows the minority vote to maybe have a chance in the office. Last but not least, it is understood that having the electoral college decreases wrong-doings, but if the elector chosen by the state changes his intentions just for himself, that gives the state no word about it.    ",Concluding Statement,Effective
f62b35c372bb,06A2C91F38FE,After researching the Electoral College process I find that the process should no longer be used. The process is not effecient for choosing the next US president and therefor the voting process should be changed to popular vote. ,Position,Effective
a9684f12e818,06A2C91F38FE,"Under the electoral college system, voters vote not for the president, but for a slate of electors, who in turn elect the president."" ",Claim,Adequate
0c40bcc557fd,06A2C91F38FE,"This makes the Electoral College not a democratic method for electing the president. This nation was founded on the belief of democracy, so when the government ignores the call for a democratic method for elections it is disrespectful towards out Founding Fathers, and especially to the citizens of the United States of America. Furthermore, state representatives may misrepresent a state, possibly by defiance. This has happened in the 2000 campaign where segregationalists defied the people and nearly succeeded in replacing the electors for those who opposed Josh F. Kennedy. ",Evidence,Effective
fe17305f4de4,06A2C91F38FE,Although defying the people does not happen often ,Counterclaim,Adequate
6b1c0652fd3e,06A2C91F38FE,"there is still the risk of repeating history to a greater extent. 
",Rebuttal,Adequate
bece1b4ceba1,06A2C91F38FE,"Continuing, the ''winner takes all system'' causes states with smaller populations to be ignored. ",Claim,Adequate
403b52c94169,06A2C91F38FE,"According to source 3, ""Knowing their vote will have no effect, they have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote."" Larger states are paid the most attention to by canidates because they will receive more votes than compared to the number of votes a smaller state would produce. This causes smaller states to have less interest in the campaign because they know they have a lesser chance of their favored canidate winning. Even more, canidates focus on swing states. Swing states are states that can be easily convinced for votes. It is important for all states to focus on the campaign so that an unworthy or unprepared canidate is not chosen for presidency, but only large and swing states are paying attention. ",Evidence,Effective
0b1f891f400f,06A2C91F38FE,"In contrast, it can be argued that no single region can shift a campaign greatly, ",Counterclaim,Adequate
67a830862978,06A2C91F38FE,nonetheless a single voter`s vote. ,Rebuttal,Ineffective
274c431c371f,06A2C91F38FE,"The Electoral College should be rid of. The process is not democratic and misrepresents voting citizens in more ways than one. If voters were able to directly vote for canidates then more states would actively engage in the campaign and all people would be represented equally. It would lower the chance for downfall, and the chance for incidents to occur. I propose that the next presidential election should use the process of popular vote to choose the next president for the United States. ",Concluding Statement,Effective
f4f7104e1cf0,071FB27E532B,I think that the school should participate in sports ,Position,Ineffective
f598fe6e7c2a,071FB27E532B,its not because of our grades that makes you so upset its because of our attitudes and how we act around teachers and staff specially officer baker i mean the man has been though to much already ,Claim,Ineffective
7137df81d0fe,071FB27E532B,"the way i see it we need to have something to do with our lives and how we spend it on campus even off campus we have to behave when we are around teachers. plus i think those 4 letter words every day is driving the students crazy, I'm sorry but I'm telling the truth. But if you don't want to hear it then that's ok with me and that walking on the green going to connections please give us a break that's why boys cut up all the time because you always say walk on the green it is making us cut up like that since Elementary school we didn't have to walk on the green but now we are in middle school we have to walk on the green, i mean come on TEACHER_NAME can you just at least give this school a break and don't you get me started on boys not pulling up there pants, as RELATIVE_NAME says on RELATIVE_NAME's big happy family pants on the ground got your pants on the ground looking like a fool with your pants on the ground can't turn around with the gold in your mouth RELATIVE_NAME remix what. But she is right boys do look like fools with there pants on the ground, they got that style from jail they need to leave that style where its at and start handling there business and have s future from STUDENT_NAME ",Evidence,Ineffective
87ace8245453,07397A3E9D8D,"Education is a big factor in ones life. Without it, where would our society be? I am a student myself and know the difficulties and benefits of attending a physical school. Video catting just ins't the best idea for helping students develop their education. Bringing more technology into a society already involved with enough technology doesnt have a happy ending. There are more negative effects that this can bring than just attending a physical school. ",Lead,Effective
b3357bb91f7f,07397A3E9D8D,Students wouldn't benefit from taking classes at home ,Position,Adequate
bc9db40a1242,07397A3E9D8D,"because they would start to slack in their work, ",Claim,Adequate
eaabf9b0c194,07397A3E9D8D,"going to school keeps them on a schedule that teaches them organization/ planning for their future, ",Claim,Adequate
e99971eb3d3e,07397A3E9D8D,and it doesn't give them the opportunity to build relationships with former students and their teachers. ,Claim,Effective
0d9927fb61c9,07397A3E9D8D,"Firstly, getting assignments done in class are hard enough as it is. If students are expected to get all of these assignments done at home, most of these would be completed late and/ or sloppy. ",Claim,Effective
074ff664dc24,07397A3E9D8D,"Even from my own experience, when I'm given an assignment to do in class I finish it more quickly due to the resources I have in the classroom. When assignments are given at home, it takes me longer to complete this assignment because I tend to have lots of questions that can't be answered by my parents or the internet. Video chatting isn't the same as a face to face conversation with your teacher. What if the internet is down and you're not able to communicate with your online teacher, what do you do now? As a student, I know kids aren't going to try and solve the problem, this is just another excuse they can use to as why they did not complete their assignments. Attending class at home will cause more of a stress for students because they will find other things to do that can distract them from their work. In a classroom, you have one job and that's to get your work done. Less distractions are available in a classroom when compared to your own home. ",Evidence,Effective
70a221b59475,07397A3E9D8D,"Secondly, school helps develop a schedule for a student to get used to. ",Claim,Adequate
d8b0c8438ec8,07397A3E9D8D,"If a student were to work from home, they would choose when they want to work and if they even feel like doing assignments that day. Having this schedule teaches them time management which helps them develop the technique for the future when planning out different things. My friend, Generic_Name, has a very hard time planning things such as hanging out with friends, when to complete assignments, etc. She learned how to manage a schedule that incorporates all of her needs and wants into her day. She is able to attend school, go to soccer practice, and still have time for her friends and family. This is one of many life lessons that attending school can give you. When people think of school they think of all the work they have to complete with no time in the day to do it. By developing this schedule it helps them manage their priorities first and helps them incorporate their wants as well. ",Evidence,Effective
abb41a87dab5,07397A3E9D8D,"My cousin is home schooled. Her only friends are her neighbors and her teammates on her fencing team. She is a very shy girl and hates talking to people. If she were put into a school with kids her own age she might be different in the way she talks to people. This is going to effect her future in a way that might be difficult for her to get a job, buy a house, etc. Having relationships like those, with other students and teachers, makes getting through school a whole lot easier. These teachers push their students for success and online catting with teachers just doesn't form that close relationship like a teacher you see in person everyday does. I know going to school is hard and annoying, but it's those teachers and my friends that motivate me to go to school and get those positive grades. ",Evidence,Effective
4d305479c978,07397A3E9D8D,"School is a childs job, they can't just avoid the difficulties it brings because ""they feel like it."" Students already try to find reasons to not complete assignments and giving them the opportunity to attend class from their home just gives them more of an opportunity to slack off, lose those relationships they could've made, and leaves them missing out on developing a plan for their current and future life. Attending school gives students more than the education they need, but the lessons that can be used throughout their whole life.  ",Concluding Statement,Effective
3e39b6a57166,0741F0C1D776,COVID-19 is spreading across the world. Now this disease has killed more people than influenza has this year. Epidemiologists for the CDC are recommending that colleges across the country shut down their campuses and revert to online school so that they disperse the student population to lower the chances of the students getting infected. This suggestion has been readily accepted in colleges throughout the country. Soon public schools could follow the colleges' lead. More and more public schools are introducing a plethora of online classes. Many students are now able to do classwork and take assessments online as well as conference with their teachers from the comfort of their home. ,Lead,Effective
7d524f9ffd02,0741F0C1D776,Students would benefit from online school ,Position,Adequate
190aed2a63df,0741F0C1D776,"through more direct, one on one learning with teachers ",Claim,Adequate
784df3df0830,0741F0C1D776,building each students aptitude with technology for their future participation in the workforce ,Claim,Effective
90a33f337133,0741F0C1D776,and allowing students with a variety of ailments to continue their education at home. ,Claim,Adequate
94d6743b4a99,0741F0C1D776,"
First of all, with online classes students would be able to interact with their teachers on a more personal level. ",Claim,Adequate
1c71b4e725d2,0741F0C1D776,"Currently, if a student needs help with homework or a concept that they are struggling with, most often, they will have to come and see their teacher before or after school. Some students simply do not have that availability to see their teacher or are too embarrassed to ask their teacher during the class session. With classes being taken online, the student could simply email the teacher privately to work out a time to video conference their teacher for help. This simple interaction with teachers would show that students could go to their teachers more easily and would feel more comfortable when asking questions. With this increase of inquiries, scores in the grade book could go up, increasing parental and student satisfaction. Due to the introduction of online education, teacher-student interaction would become easier and more common. 
",Evidence,Effective
db78d39855b3,0741F0C1D776,"Second of all, Students would be able to become build their technological skills parallel to learning new material. ",Claim,Effective
e0a8d9eb295b,0741F0C1D776,"Many employers in this hyper-technological world are looking for employees that will be able to keep up with new technologies as well as help their business grow. While students are at school, they have access to technology, but this access is limited and most often very basic for most people. If schools' education was offered online, many students would rapidly become accommodated with new and more complex programs and applications. Teachers could require logging of time spent studying on spreadsheets, or taking screen shots of research, as well as making projects on three-dimensional design software for every student that they have. So many things in the classroom would have to be transferred online, making students who graduate highly valued to any employer looking to hire somebody. Highschool students who become adept at using online applications would be beneficial for a student and future employers. 
",Evidence,Effective
881221b9493d,0741F0C1D776,"Third of all, any student that has to stay at home or be hospitalized due to a sickness would be able to continue their education. ",Claim,Effective
7644a3686107,0741F0C1D776,"Throughout the year every school has a variety of issues, but one issue can truly devastate an education. If a student that is a tenth grader comes to school with what they think is a minor cold and goes about their entire day, many students would interact with this sophomore and soon all of these students would be home sick. Due to the transmission those classes would only have half the students it should have. This issue is morbidly obvious. However true this issue is, disease cannot spread through technology. Any students taking these online courses would be safe from any other students who are sick. This would allow schools' education to run with a little more grease on their axles. Due to students having an online education many students who become sick would not have to pause their education for any amount of time. ",Evidence,Effective
b3f6ca537e86,0741F0C1D776,"In order to address those opposed, it is understandable for anyone to do so, but not forgivable. Many would say that the students would lose their friends, that they might become awkward, and that students might even cheat on assessments. ",Counterclaim,Effective
48643cca9d84,0741F0C1D776,"All of these are understandable, but they are not without solution. ",Rebuttal,Adequate
c524d2021b35,0741F0C1D776,"Schools would be getting rid of their on campus schooling but would still host extracurricular activities and sporting events, along with gym classes, as well as dances and pep rallies. This would help retain student friendships at school. Students cheating on assessments has been a problematic in all school systems for years, writing on your arms and hands, looking at a friend's paper to see which bubbles they filled in, or even feverishly copying someone's homework in the hallways outside of a class. ",Evidence,Effective
eedd5f4a40f5,0741F0C1D776,"While online learning may be a good fix for a lot of these issues it could open up new problems as well. Students could use their phones to search for answers to a variety of tests or share their answers with friends via text message. Their is no end to the creativity of someone who wants to cheat on an assignment, ",Counterclaim,Effective
fcd0479d7882,0741F0C1D776,that is why a student's parent could supervise the student on each test and let the teacher know that the student was honest. This would be an easy way of reassurance for all instructors. ,Rebuttal,Adequate
bfc2fc40385a,0741F0C1D776,"In conclusion, online school for students could be greatly beneficial. Through one on one interaction with teachers, spurring more inquiries from pupils, becoming more proficient with technology at school and in the workplace, and allowing students who are afflicted with disease, and sometimes an injury, to attend school. Online school would benefit many students in this modern world. Now do what you think is right, go to a school board meeting, or sign a petition, because once we make this change, the Virginian education system will be stronger than any other state's. Now that isn't able to be said every day. ",Concluding Statement,Effective
529eac6692fa,076DBAE9AA98,This is one of your students at your school. ,Lead,Adequate
a4d85ceec994,076DBAE9AA98,I have written this letter to inform you that you do not have to cancel all school sports. I think that you don't need to cancel it for all student. I think that you should have the audacity to tell everyone that the sports will not be able to be played by students that have anything below an A-C average. ,Position,Adequate
2ded75461b21,076DBAE9AA98,"All student with an A, B, or a C average can play any sport they wanted to but every marking period they should have to show the coach's their progress report. ",Claim,Effective
41ad325ac9b3,076DBAE9AA98,"All students should be able to show their progress reports to you, a teacher, or the coach. ",Evidence,Adequate
ea7e632dc648,076DBAE9AA98,An other reason not to cancel the sports are so that all the students can stay in shape and not have any troubles with their weight. ,Claim,Effective
b4afa6225f04,076DBAE9AA98,"All the students should be able to participate in any after school program sport. All the students are able to play with each other. 
",Claim,Adequate
85a3317729e0,076DBAE9AA98,EX: boys play with girls or girls play with boys. ,Evidence,Ineffective
71e15e3833b3,076DBAE9AA98,All students should have a sport to keep them active for a while and not get distracted by any thing like walking around the class. ,Claim,Adequate
ac236b63df3f,076DBAE9AA98,"All students should be active so they do not have to disturb the class with their need to let energy out of their system. ALL STUDENTS MAY PARTICIPATE IN VOLLEYBALL, BASEBALL, FOOTBALL, TENNIS, SOCCER, BAT MITTEN, BASKETBALL, TRACK, HOCKEY, ICE SKATING, ROLLER BLADING RACES, AND OTHER ACTIVITIES. ",Evidence,Adequate
bbb3739291ae,076DBAE9AA98,ANY STUDENT WHO WANTS TO PARTICIPATE SHOULD SIGN A PERMISSION SLIP AND SHOW THEIR REPORT CARDS. ,Concluding Statement,Adequate
4c71e1602af2,076DBAE9AA98,Students should not be all closed up with nothing to do they should at least have an hour of fun in their school day at least twice a week there should be 2-3 hours of out side time to let their energy all out of their systems. ,Claim,Effective
9f4b8a9138dc,076FE42102A1,I believe that we should be able to have cell phones and be able to use them during lunch and other free time ,Position,Adequate
0f9cd53d2787,076FE42102A1,because most student have phones anyways during the day an this way there would be less trouble less sneaking texting in class less parents getting angry less problems. ,Evidence,Adequate
31ad1c186dd4,076FE42102A1,But honestly what is this going to hurt teacher and staff have phones during the school why can't we anyways lunch is a social period. ,Evidence,Adequate
e9c723d6d437,076FE42102A1,Really I think that lunch should be extended to an hour because teens like to socialize and were not getting enough time to our self because this is ridiculous ,Claim,Ineffective
5b3886e0d7e4,076FE42102A1,"30 minutes to our self we barely have enough time to eat its insane that we really have no social time.

But yet teachers wonder why we are so talkative in class this is my conclusion to this solution to the talking in class solution to the texting in class solution. ",Evidence,Ineffective
1c32532c2d6a,076FE42102A1,What if there is an emergency where his ride breaks down he needs a new ride how would he get home because of policy number 2 a kid got stranded at the school ,Evidence,Adequate
6a2876ef18b2,076FE42102A1,if I were you i wouldn't pick policy 2. ,Concluding Statement,Adequate
5ab098f664a1,077394BE6603,"To be President of the United States you have to win the vote of the people, but not only the people also congress.. ",Lead,Adequate
135b9a09bbc5,077394BE6603,I dont think that the government should be in charge of everything therefore i think the people and only  people who should vote for who is the President of the United States and not vote for electors. ,Position,Adequate
96f5c0fd1b98,077394BE6603,I dont like how the electoral is set up ,Claim,Ineffective
b261a2efe478,077394BE6603,"for instince like it says What is Electoral College? section 10, ""If you lived in Texas and wanted to vote for Jonh Kerry, you'd vote for a slate of 34 democratic electors pledged to Kerry."" then he would get 34 electoral vote. ",Evidence,Ineffective
c32dcf53ad26,077394BE6603,Then anyones whos not holding office can be a elector. What makes them so qualified? nothing. ,Evidence,Adequate
25083a049506,077394BE6603,Whydoes everyone just cast a vote and they all get counted up and thats whos wins the election? I know why becaus ethe government like to be complicated. ,Claim,Adequate
9052cba141f9,077394BE6603,The electors could vote who ever they want they dont have to vote for the person you say ,Claim,Adequate
aab50a576f38,077394BE6603,"like back in 1960, in Louisiana legislatture nearly succeeded in replacing Domocratic electors with new electors who oppose Jonh F. Kennedy so the the popular would not have gone to him. ",Evidence,Adequate
fe0628216e39,077394BE6603,"All of that just seems a little complicated when it could all be settle by every one in the country voting and then adding up all the votes and thats the winner. But its the gosh, darn government that has to make it so hard.           ",Concluding Statement,Adequate
093c8355d2e4,077EA8162D03,I am against the development of Driverless cars ,Position,Adequate
88ac4ae670cb,077EA8162D03,it really be a waste of money imagine all the things we can do for other causes ,Claim,Adequate
18ccc5369fcb,077EA8162D03,People already a lazy now they wont have to do anything. ,Claim,Adequate
9d92d590ec36,077EA8162D03,"Its not teaching them how to drive, its encouraging people to be under developed. They won't be able to access the real world they'll be spending alot of their time on social media as they do now. ",Evidence,Adequate
c99ca16389f7,077EA8162D03,"who would benifeiting off of driverless car? Yeah the rich would have them but, wouldn't they be more of a threat? ",Evidence,Adequate
8b96d4ada7c9,077EA8162D03,How useful would they be? ,Claim,Adequate
